nombre,mean,countNonZero,dft mean,
Sobel,[7.44034, 0, 0, 0],2094,[11.382, 0, 0, 0]
Gradient Y,[0.469524, 0, 0, 0],1941,[1.08238, 0, 0, 0]
Valor absoluto Gradient Y,[2.32429, 0, 0, 0],1654,[0.449551, 0, 0, 0]
Sobel,[3.61079, 0, 0, 0],2093,[3.10338, 0, 0, 0]
EyeROI,[69.7986, 0, 0, 0],2084,[92.8896, 0, 0, 0]
Gradient Y,[0.350238, 0, 0, 0],2005,[8.0064, 0, 0, 0]
Valor absoluto Gradient Y,[4.09, 0, 0, 0],1820,[5.84893, 0, 0, 0]
Sobel,[7.51616, 0, 0, 0],2092,[13.5578, 0, 0, 0]
Gradient Y,[0.517619, 0, 0, 0],1916,[1.24446, 0, 0, 0]
Valor absoluto Gradient Y,[2.29333, 0, 0, 0],1617,[1.26617, 0, 0, 0]
Sobel,[3.51961, 0, 0, 0],2080,[1.83889, 0, 0, 0]
EyeROI,[66.3157, 0, 0, 0],2084,[89.1535, 0, 0, 0]
Gradient Y,[0.336905, 0, 0, 0],2016,[7.2065, 0, 0, 0]
Valor absoluto Gradient Y,[4.16, 0, 0, 0],1838,[5.52, 0, 0, 0]
Sobel,[7.70028, 0, 0, 0],2091,[11.6845, 0, 0, 0]
Gradient Y,[0.442381, 0, 0, 0],1940,[0.308011, 0, 0, 0]
Valor absoluto Gradient Y,[2.36238, 0, 0, 0],1630,[0.352424, 0, 0, 0]
Sobel,[3.7308, 0, 0, 0],2080,[3.48958, 0, 0, 0]
EyeROI,[67.519, 0, 0, 0],2084,[95.0331, 0, 0, 0]
Gradient Y,[0.478095, 0, 0, 0],1989,[3.12099, 0, 0, 0]
Valor absoluto Gradient Y,[4.17667, 0, 0, 0],1812,[3.1904, 0, 0, 0]
Sobel,[8.14973, 0, 0, 0],2090,[9.96378, 0, 0, 0]
Gradient Y,[0.491163, 0, 0, 0],1972,[-2.16834, 0, 0, 0]
Valor absoluto Gradient Y,[2.3093, 0, 0, 0],1651,[0.462165, 0, 0, 0]
Sobel,[3.57297, 0, 0, 0],2133,[1.83744, 0, 0, 0]
EyeROI,[68.3628, 0, 0, 0],2134,[91.5544, 0, 0, 0]
Gradient Y,[0.683953, 0, 0, 0],2068,[7.835, 0, 0, 0]
Valor absoluto Gradient Y,[4.19395, 0, 0, 0],1869,[4.69233, 0, 0, 0]
Sobel,[8.55584, 0, 0, 0],2146,[11.9842, 0, 0, 0]
Gradient Y,[0.517619, 0, 0, 0],1939,[-1.61683, 0, 0, 0]
Valor absoluto Gradient Y,[2.41952, 0, 0, 0],1659,[0.696437, 0, 0, 0]
Sobel,[3.68397, 0, 0, 0],2079,[3.23502, 0, 0, 0]
EyeROI,[66.9262, 0, 0, 0],2084,[93.173, 0, 0, 0]
Gradient Y,[0.66, 0, 0, 0],2012,[7.06961, 0, 0, 0]
Valor absoluto Gradient Y,[4.3319, 0, 0, 0],1856,[4.844, 0, 0, 0]
Sobel,[8.64139, 0, 0, 0],2091,[10.918, 0, 0, 0]
Gradient Y,[0.336667, 0, 0, 0],1936,[-1.66044, 0, 0, 0]
Valor absoluto Gradient Y,[2.27952, 0, 0, 0],1626,[1.80004, 0, 0, 0]
Sobel,[3.51578, 0, 0, 0],2082,[3.88693, 0, 0, 0]
EyeROI,[69.0929, 0, 0, 0],2084,[84.7132, 0, 0, 0]
Gradient Y,[0.745476, 0, 0, 0],2007,[4.19483, 0, 0, 0]
Valor absoluto Gradient Y,[4.12619, 0, 0, 0],1847,[3.96922, 0, 0, 0]
Sobel,[8.1119, 0, 0, 0],2098,[10.9983, 0, 0, 0]
Gradient Y,[0.434419, 0, 0, 0],1978,[0.54374, 0, 0, 0]
Valor absoluto Gradient Y,[2.26419, 0, 0, 0],1652,[3.47255, 0, 0, 0]
Sobel,[3.52927, 0, 0, 0],2135,[4.64385, 0, 0, 0]
EyeROI,[69.4698, 0, 0, 0],2134,[91.7719, 0, 0, 0]
Gradient Y,[0.406512, 0, 0, 0],2046,[7.75461, 0, 0, 0]
Valor absoluto Gradient Y,[4.03302, 0, 0, 0],1866,[5.20681, 0, 0, 0]
Sobel,[7.6355, 0, 0, 0],2142,[12.8258, 0, 0, 0]
Gradient Y,[0.283095, 0, 0, 0],1910,[-1.56087, 0, 0, 0]
Valor absoluto Gradient Y,[2.19762, 0, 0, 0],1611,[0.432185, 0, 0, 0]
Sobel,[3.48365, 0, 0, 0],2084,[2.17069, 0, 0, 0]
EyeROI,[70.539, 0, 0, 0],2084,[87.8086, 0, 0, 0]
Gradient Y,[0.545714, 0, 0, 0],1995,[3.90722, 0, 0, 0]
Valor absoluto Gradient Y,[3.97381, 0, 0, 0],1799,[2.7406, 0, 0, 0]
Sobel,[7.69995, 0, 0, 0],2094,[9.2148, 0, 0, 0]
Gradient Y,[0.264286, 0, 0, 0],1913,[0.559556, 0, 0, 0]
Valor absoluto Gradient Y,[2.2381, 0, 0, 0],1606,[1.61355, 0, 0, 0]
Sobel,[3.6701, 0, 0, 0],2076,[2.62503, 0, 0, 0]
EyeROI,[73.3671, 0, 0, 0],2084,[93.2641, 0, 0, 0]
Gradient Y,[0.654762, 0, 0, 0],1981,[5.32222, 0, 0, 0]
Valor absoluto Gradient Y,[3.90238, 0, 0, 0],1799,[4.2177, 0, 0, 0]
Sobel,[7.58658, 0, 0, 0],2098,[9.75051, 0, 0, 0]
Gradient Y,[0.389762, 0, 0, 0],1937,[0.781607, 0, 0, 0]
Valor absoluto Gradient Y,[2.23048, 0, 0, 0],1625,[1.74265, 0, 0, 0]
Sobel,[3.53646, 0, 0, 0],2083,[2.77866, 0, 0, 0]
EyeROI,[69.4857, 0, 0, 0],2084,[86.3777, 0, 0, 0]
Gradient Y,[0.648095, 0, 0, 0],2018,[7.81371, 0, 0, 0]
Valor absoluto Gradient Y,[4.11429, 0, 0, 0],1832,[4.37915, 0, 0, 0]
Sobel,[8.2595, 0, 0, 0],2096,[15.2913, 0, 0, 0]
Gradient Y,[0.263333, 0, 0, 0],1945,[-0.511776, 0, 0, 0]
Valor absoluto Gradient Y,[2.18524, 0, 0, 0],1607,[1.06816, 0, 0, 0]
Sobel,[3.52293, 0, 0, 0],2091,[1.37091, 0, 0, 0]
EyeROI,[71.651, 0, 0, 0],2084,[87.4968, 0, 0, 0]
Gradient Y,[0.542143, 0, 0, 0],2007,[4.98208, 0, 0, 0]
Valor absoluto Gradient Y,[4.01143, 0, 0, 0],1833,[3.14252, 0, 0, 0]
Sobel,[7.6401, 0, 0, 0],2091,[7.91155, 0, 0, 0]
Gradient Y,[0.280952, 0, 0, 0],1939,[-0.956963, 0, 0, 0]
Valor absoluto Gradient Y,[2.19571, 0, 0, 0],1620,[1.30757, 0, 0, 0]
Sobel,[3.64825, 0, 0, 0],2090,[1.81031, 0, 0, 0]
EyeROI,[73.2224, 0, 0, 0],2084,[91.1114, 0, 0, 0]
Gradient Y,[0.58619, 0, 0, 0],1988,[6.74507, 0, 0, 0]
Valor absoluto Gradient Y,[3.99286, 0, 0, 0],1819,[2.58798, 0, 0, 0]
Sobel,[8.04184, 0, 0, 0],2096,[12.0763, 0, 0, 0]
Gradient Y,[0.500476, 0, 0, 0],1927,[0.669051, 0, 0, 0]
Valor absoluto Gradient Y,[2.47429, 0, 0, 0],1650,[1.45019, 0, 0, 0]
Sobel,[3.7327, 0, 0, 0],2084,[3.83237, 0, 0, 0]
EyeROI,[66.87, 0, 0, 0],2084,[83.9364, 0, 0, 0]
Gradient Y,[0.400238, 0, 0, 0],1992,[4.83119, 0, 0, 0]
Valor absoluto Gradient Y,[4.1481, 0, 0, 0],1806,[5.34322, 0, 0, 0]
Sobel,[8.00118, 0, 0, 0],2098,[10.7435, 0, 0, 0]
Gradient Y,[0.443333, 0, 0, 0],1945,[-0.889368, 0, 0, 0]
Valor absoluto Gradient Y,[2.42857, 0, 0, 0],1679,[2.20997, 0, 0, 0]
Sobel,[3.652, 0, 0, 0],2088,[2.37801, 0, 0, 0]
EyeROI,[67.0771, 0, 0, 0],2084,[88.6352, 0, 0, 0]
Gradient Y,[0.319286, 0, 0, 0],1999,[3.48952, 0, 0, 0]
Valor absoluto Gradient Y,[4.18714, 0, 0, 0],1801,[5.8715, 0, 0, 0]
Sobel,[7.73973, 0, 0, 0],2096,[13.9747, 0, 0, 0]
Gradient Y,[0.478571, 0, 0, 0],1941,[-0.0226379, 0, 0, 0]
Valor absoluto Gradient Y,[2.38048, 0, 0, 0],1656,[2.26739, 0, 0, 0]
Sobel,[3.5748, 0, 0, 0],2077,[3.00594, 0, 0, 0]
EyeROI,[65.4571, 0, 0, 0],2084,[90.4399, 0, 0, 0]
Gradient Y,[0.394048, 0, 0, 0],2005,[4.70425, 0, 0, 0]
Valor absoluto Gradient Y,[4.22143, 0, 0, 0],1832,[5.48441, 0, 0, 0]
Sobel,[7.95001, 0, 0, 0],2091,[13.1715, 0, 0, 0]
Gradient Y,[0.483571, 0, 0, 0],1948,[-2.18214, 0, 0, 0]
Valor absoluto Gradient Y,[2.39095, 0, 0, 0],1638,[-0.468798, 0, 0, 0]
Sobel,[3.65229, 0, 0, 0],2082,[1.40289, 0, 0, 0]
EyeROI,[69.0371, 0, 0, 0],2084,[87.6775, 0, 0, 0]
Gradient Y,[0.509524, 0, 0, 0],1999,[8.98016, 0, 0, 0]
Valor absoluto Gradient Y,[4.16, 0, 0, 0],1842,[4.0858, 0, 0, 0]
Sobel,[8.06064, 0, 0, 0],2093,[15.6216, 0, 0, 0]
Gradient Y,[0.372791, 0, 0, 0],1967,[-0.910447, 0, 0, 0]
Valor absoluto Gradient Y,[2.22419, 0, 0, 0],1655,[1.90376, 0, 0, 0]
Sobel,[3.47422, 0, 0, 0],2132,[3.45866, 0, 0, 0]
EyeROI,[69.607, 0, 0, 0],2134,[91.5921, 0, 0, 0]
Gradient Y,[0.41, 0, 0, 0],2042,[5.95614, 0, 0, 0]
Valor absoluto Gradient Y,[4.00837, 0, 0, 0],1846,[3.73721, 0, 0, 0]
Sobel,[7.67087, 0, 0, 0],2144,[10.1421, 0, 0, 0]
Gradient Y,[0.371429, 0, 0, 0],1903,[1.41101, 0, 0, 0]
Valor absoluto Gradient Y,[2.17714, 0, 0, 0],1595,[1.80305, 0, 0, 0]
Sobel,[3.50356, 0, 0, 0],2082,[3.3745, 0, 0, 0]
EyeROI,[72.6552, 0, 0, 0],2084,[90.7981, 0, 0, 0]
Gradient Y,[0.433333, 0, 0, 0],1996,[5.88195, 0, 0, 0]
Valor absoluto Gradient Y,[4.03333, 0, 0, 0],1823,[5.30713, 0, 0, 0]
Sobel,[7.74258, 0, 0, 0],2096,[14.2935, 0, 0, 0]
Gradient Y,[0.35881, 0, 0, 0],1957,[-2.92258, 0, 0, 0]
Valor absoluto Gradient Y,[2.33286, 0, 0, 0],1653,[0.686424, 0, 0, 0]
Sobel,[3.59535, 0, 0, 0],2093,[4.02561, 0, 0, 0]
EyeROI,[69.8581, 0, 0, 0],2084,[87.9392, 0, 0, 0]
Gradient Y,[0.682143, 0, 0, 0],2001,[6.61225, 0, 0, 0]
Valor absoluto Gradient Y,[4.19095, 0, 0, 0],1816,[3.04963, 0, 0, 0]
Sobel,[8.31435, 0, 0, 0],2096,[15.2581, 0, 0, 0]
Gradient Y,[0.398571, 0, 0, 0],1899,[-3.76772, 0, 0, 0]
Valor absoluto Gradient Y,[2.28762, 0, 0, 0],1610,[1.48129, 0, 0, 0]
Sobel,[3.47849, 0, 0, 0],2081,[2.64127, 0, 0, 0]
EyeROI,[69.2357, 0, 0, 0],2084,[92.0374, 0, 0, 0]
Gradient Y,[0.3, 0, 0, 0],1989,[6.92037, 0, 0, 0]
Valor absoluto Gradient Y,[4.0381, 0, 0, 0],1811,[4.23341, 0, 0, 0]
Sobel,[7.46838, 0, 0, 0],2094,[9.56305, 0, 0, 0]
Gradient Y,[0.158333, 0, 0, 0],1904,[1.5609, 0, 0, 0]
Valor absoluto Gradient Y,[2.26238, 0, 0, 0],1595,[2.98676, 0, 0, 0]
Sobel,[3.5503, 0, 0, 0],2076,[5.13392, 0, 0, 0]
EyeROI,[69.6186, 0, 0, 0],2084,[79.6226, 0, 0, 0]
Gradient Y,[0.809286, 0, 0, 0],1998,[3.40335, 0, 0, 0]
Valor absoluto Gradient Y,[4.06714, 0, 0, 0],1806,[5.26572, 0, 0, 0]
Sobel,[8.32128, 0, 0, 0],2095,[11.2203, 0, 0, 0]
Gradient Y,[0.561667, 0, 0, 0],1951,[-3.17524, 0, 0, 0]
Valor absoluto Gradient Y,[2.47762, 0, 0, 0],1665,[1.0521, 0, 0, 0]
Sobel,[3.64184, 0, 0, 0],2086,[3.78268, 0, 0, 0]
EyeROI,[65.88, 0, 0, 0],2084,[88.787, 0, 0, 0]
Gradient Y,[0.418571, 0, 0, 0],2023,[4.24443, 0, 0, 0]
Valor absoluto Gradient Y,[4.15762, 0, 0, 0],1816,[4.00766, 0, 0, 0]
Sobel,[8.19117, 0, 0, 0],2096,[10.397, 0, 0, 0]
Gradient Y,[0.148571, 0, 0, 0],1936,[2.49116, 0, 0, 0]
Valor absoluto Gradient Y,[2.13143, 0, 0, 0],1613,[3.39976, 0, 0, 0]
Sobel,[3.24056, 0, 0, 0],2080,[5.31308, 0, 0, 0]
EyeROI,[69.32, 0, 0, 0],2084,[84.4452, 0, 0, 0]
Gradient Y,[0.942143, 0, 0, 0],2002,[5.21866, 0, 0, 0]
Valor absoluto Gradient Y,[3.91238, 0, 0, 0],1819,[7.59137, 0, 0, 0]
Sobel,[7.60463, 0, 0, 0],2092,[12.9836, 0, 0, 0]
Gradient Y,[0.44119, 0, 0, 0],1938,[-0.421964, 0, 0, 0]
Valor absoluto Gradient Y,[2.32429, 0, 0, 0],1653,[1.62469, 0, 0, 0]
Sobel,[3.48484, 0, 0, 0],2089,[2.69125, 0, 0, 0]
EyeROI,[69.0476, 0, 0, 0],2084,[84.7805, 0, 0, 0]
Gradient Y,[0.646429, 0, 0, 0],1979,[7.54865, 0, 0, 0]
Valor absoluto Gradient Y,[4.03, 0, 0, 0],1811,[5.47766, 0, 0, 0]
Sobel,[7.98451, 0, 0, 0],2087,[12.7676, 0, 0, 0]
nombre,mean,countNonZero,dft mean,
Gradient Y,[0.114286, 0, 0, 0],1563,[0.300211, 0, 0, 0]
Valor absoluto Gradient Y,[1.27381, 0, 0, 0],1256,[1.67977, 0, 0, 0]
Sobel,[2.04491, 0, 0, 0],1855,[2.53179, 0, 0, 0]
EyeROI,[12.5943, 0, 0, 0],2081,[18.996, 0, 0, 0]
Gradient Y,[-0.114048, 0, 0, 0],1867,[2.7727, 0, 0, 0]
Valor absoluto Gradient Y,[2.3681, 0, 0, 0],1566,[2.10281, 0, 0, 0]
Sobel,[3.88853, 0, 0, 0],2078,[6.31089, 0, 0, 0]
Gradient Y,[0.0295238, 0, 0, 0],1863,[-2.33788, 0, 0, 0]
Valor absoluto Gradient Y,[1.61619, 0, 0, 0],1495,[3.88255, 0, 0, 0]
Sobel,[2.59193, 0, 0, 0],2066,[5.59821, 0, 0, 0]
EyeROI,[14.0552, 0, 0, 0],2083,[28.8649, 0, 0, 0]
Gradient Y,[-0.0364286, 0, 0, 0],1984,[4.39202, 0, 0, 0]
Valor absoluto Gradient Y,[3.53476, 0, 0, 0],1781,[0.546502, 0, 0, 0]
Sobel,[5.76695, 0, 0, 0],2095,[5.86168, 0, 0, 0]
Gradient Y,[-0.0964286, 0, 0, 0],1926,[1.64522, 0, 0, 0]
Valor absoluto Gradient Y,[2.73619, 0, 0, 0],1674,[1.48445, 0, 0, 0]
Sobel,[4.06896, 0, 0, 0],2077,[3.17457, 0, 0, 0]
EyeROI,[54.159, 0, 0, 0],2084,[79.8235, 0, 0, 0]
Gradient Y,[-0.350238, 0, 0, 0],2005,[10.5449, 0, 0, 0]
Valor absoluto Gradient Y,[5.21286, 0, 0, 0],1870,[11.2119, 0, 0, 0]
Sobel,[8.32467, 0, 0, 0],2091,[23.3834, 0, 0, 0]
Gradient Y,[0.0652381, 0, 0, 0],1941,[-1.26766, 0, 0, 0]
Valor absoluto Gradient Y,[2.66952, 0, 0, 0],1689,[2.12978, 0, 0, 0]
Sobel,[4.02305, 0, 0, 0],2085,[3.42247, 0, 0, 0]
EyeROI,[56.1295, 0, 0, 0],2084,[87.1596, 0, 0, 0]
Gradient Y,[-0.326429, 0, 0, 0],2010,[7.28504, 0, 0, 0]
Valor absoluto Gradient Y,[5.27333, 0, 0, 0],1871,[6.25495, 0, 0, 0]
Sobel,[8.24623, 0, 0, 0],2094,[16.4743, 0, 0, 0]
Gradient Y,[0.115349, 0, 0, 0],1946,[-3.52181, 0, 0, 0]
Valor absoluto Gradient Y,[2.61628, 0, 0, 0],1695,[0.437923, 0, 0, 0]
Sobel,[4.31104, 0, 0, 0],2130,[3.15438, 0, 0, 0]
EyeROI,[61.1991, 0, 0, 0],2134,[88.8878, 0, 0, 0]
Gradient Y,[-0.062093, 0, 0, 0],2019,[12.3236, 0, 0, 0]
Valor absoluto Gradient Y,[5.22093, 0, 0, 0],1885,[4.78693, 0, 0, 0]
Sobel,[8.44077, 0, 0, 0],2139,[15.5044, 0, 0, 0]
Gradient Y,[0.0711905, 0, 0, 0],1930,[0.18307, 0, 0, 0]
Valor absoluto Gradient Y,[2.68714, 0, 0, 0],1692,[1.36086, 0, 0, 0]
Sobel,[4.1825, 0, 0, 0],2088,[2.39466, 0, 0, 0]
EyeROI,[58.311, 0, 0, 0],2084,[86.7387, 0, 0, 0]
Gradient Y,[-0.240952, 0, 0, 0],1990,[8.04432, 0, 0, 0]
Valor absoluto Gradient Y,[5.22667, 0, 0, 0],1855,[4.88051, 0, 0, 0]
Sobel,[8.52886, 0, 0, 0],2093,[12.9014, 0, 0, 0]
Gradient Y,[-0.132619, 0, 0, 0],1948,[3.2735, 0, 0, 0]
Valor absoluto Gradient Y,[2.73476, 0, 0, 0],1705,[2.28681, 0, 0, 0]
Sobel,[4.11203, 0, 0, 0],2086,[3.8362, 0, 0, 0]
EyeROI,[56.9286, 0, 0, 0],2084,[81.658, 0, 0, 0]
Gradient Y,[-0.385952, 0, 0, 0],1981,[7.38387, 0, 0, 0]
Valor absoluto Gradient Y,[5.13905, 0, 0, 0],1850,[8.03511, 0, 0, 0]
Sobel,[8.27501, 0, 0, 0],2084,[16.7309, 0, 0, 0]
Gradient Y,[-0.0507143, 0, 0, 0],1940,[-1.17826, 0, 0, 0]
Valor absoluto Gradient Y,[2.80286, 0, 0, 0],1683,[2.16112, 0, 0, 0]
Sobel,[4.33025, 0, 0, 0],2082,[3.50506, 0, 0, 0]
EyeROI,[58.7071, 0, 0, 0],2084,[90.7127, 0, 0, 0]
Gradient Y,[-0.401905, 0, 0, 0],2030,[8.319, 0, 0, 0]
Valor absoluto Gradient Y,[5.23762, 0, 0, 0],1869,[6.81811, 0, 0, 0]
Sobel,[8.40671, 0, 0, 0],2097,[14.6782, 0, 0, 0]
Gradient Y,[-0.174651, 0, 0, 0],1983,[0.447893, 0, 0, 0]
Valor absoluto Gradient Y,[2.65814, 0, 0, 0],1738,[2.97912, 0, 0, 0]
Sobel,[3.86095, 0, 0, 0],2135,[3.99262, 0, 0, 0]
EyeROI,[56.4512, 0, 0, 0],2134,[81.2829, 0, 0, 0]
Gradient Y,[-0.387907, 0, 0, 0],2045,[4.70435, 0, 0, 0]
Valor absoluto Gradient Y,[4.85442, 0, 0, 0],1891,[6.40151, 0, 0, 0]
Sobel,[7.84158, 0, 0, 0],2144,[15.7764, 0, 0, 0]
Gradient Y,[-0.184286, 0, 0, 0],1914,[2.77444, 0, 0, 0]
Valor absoluto Gradient Y,[2.81905, 0, 0, 0],1693,[1.0866, 0, 0, 0]
Sobel,[4.17114, 0, 0, 0],2083,[3.91005, 0, 0, 0]
EyeROI,[57.5281, 0, 0, 0],2084,[80.7022, 0, 0, 0]
Gradient Y,[-0.357143, 0, 0, 0],1989,[5.56653, 0, 0, 0]
Valor absoluto Gradient Y,[5.03714, 0, 0, 0],1828,[6.47025, 0, 0, 0]
Sobel,[8.44643, 0, 0, 0],2094,[13.0531, 0, 0, 0]
Gradient Y,[-0.234048, 0, 0, 0],1953,[2.55272, 0, 0, 0]
Valor absoluto Gradient Y,[2.87333, 0, 0, 0],1699,[2.46301, 0, 0, 0]
Sobel,[4.2851, 0, 0, 0],2086,[3.11339, 0, 0, 0]
EyeROI,[57.3762, 0, 0, 0],2084,[83.1802, 0, 0, 0]
Gradient Y,[-0.490476, 0, 0, 0],1998,[7.7151, 0, 0, 0]
Valor absoluto Gradient Y,[5.0919, 0, 0, 0],1854,[9.06446, 0, 0, 0]
Sobel,[8.19139, 0, 0, 0],2091,[20.8038, 0, 0, 0]
Gradient Y,[-0.26814, 0, 0, 0],2008,[-2.37718, 0, 0, 0]
Valor absoluto Gradient Y,[2.92047, 0, 0, 0],1759,[2.35182, 0, 0, 0]
Sobel,[4.23498, 0, 0, 0],2136,[3.32031, 0, 0, 0]
EyeROI,[56.4344, 0, 0, 0],2134,[86.861, 0, 0, 0]
Gradient Y,[-0.392093, 0, 0, 0],2038,[6.29064, 0, 0, 0]
Valor absoluto Gradient Y,[5.01628, 0, 0, 0],1867,[11.7099, 0, 0, 0]
Sobel,[8.30189, 0, 0, 0],2142,[19.3138, 0, 0, 0]
Gradient Y,[-0.230476, 0, 0, 0],1965,[3.383, 0, 0, 0]
Valor absoluto Gradient Y,[3.00143, 0, 0, 0],1740,[1.21306, 0, 0, 0]
Sobel,[4.30578, 0, 0, 0],2087,[2.27922, 0, 0, 0]
EyeROI,[60.4805, 0, 0, 0],2084,[82.7946, 0, 0, 0]
Gradient Y,[-0.446429, 0, 0, 0],2006,[9.88353, 0, 0, 0]
Valor absoluto Gradient Y,[5.40095, 0, 0, 0],1843,[9.72161, 0, 0, 0]
Sobel,[8.30777, 0, 0, 0],2093,[22.4659, 0, 0, 0]
Gradient Y,[-0.190714, 0, 0, 0],1925,[-0.337763, 0, 0, 0]
Valor absoluto Gradient Y,[2.87905, 0, 0, 0],1713,[2.38019, 0, 0, 0]
Sobel,[4.15964, 0, 0, 0],2076,[3.71566, 0, 0, 0]
EyeROI,[61.9029, 0, 0, 0],2084,[88.8056, 0, 0, 0]
Gradient Y,[-0.54881, 0, 0, 0],2008,[5.61609, 0, 0, 0]
Valor absoluto Gradient Y,[5.25571, 0, 0, 0],1859,[4.50014, 0, 0, 0]
Sobel,[7.91696, 0, 0, 0],2095,[12.265, 0, 0, 0]
Gradient Y,[-0.257442, 0, 0, 0],1995,[3.6595, 0, 0, 0]
Valor absoluto Gradient Y,[2.87163, 0, 0, 0],1723,[1.14033, 0, 0, 0]
Sobel,[4.08764, 0, 0, 0],2132,[3.03885, 0, 0, 0]
EyeROI,[60.0093, 0, 0, 0],2134,[79.6116, 0, 0, 0]
Gradient Y,[-0.56907, 0, 0, 0],2039,[8.71292, 0, 0, 0]
Valor absoluto Gradient Y,[5.24186, 0, 0, 0],1873,[8.92309, 0, 0, 0]
Sobel,[7.87725, 0, 0, 0],2142,[17.8644, 0, 0, 0]
Gradient Y,[-0.295714, 0, 0, 0],1952,[1.40736, 0, 0, 0]
Valor absoluto Gradient Y,[3.04714, 0, 0, 0],1718,[1.38481, 0, 0, 0]
Sobel,[4.36849, 0, 0, 0],2091,[3.58918, 0, 0, 0]
EyeROI,[60.8533, 0, 0, 0],2085,[80.6757, 0, 0, 0]
Gradient Y,[-0.526667, 0, 0, 0],2013,[6.18623, 0, 0, 0]
Valor absoluto Gradient Y,[5.44714, 0, 0, 0],1855,[6.56978, 0, 0, 0]
Sobel,[8.13871, 0, 0, 0],2097,[17.9591, 0, 0, 0]
Gradient Y,[-0.227209, 0, 0, 0],1979,[-0.44081, 0, 0, 0]
Valor absoluto Gradient Y,[2.87907, 0, 0, 0],1715,[2.08764, 0, 0, 0]
Sobel,[4.14886, 0, 0, 0],2142,[2.91682, 0, 0, 0]
EyeROI,[59.2349, 0, 0, 0],2140,[82.1305, 0, 0, 0]
Gradient Y,[-0.448605, 0, 0, 0],2071,[5.49145, 0, 0, 0]
Valor absoluto Gradient Y,[5.36791, 0, 0, 0],1935,[6.72024, 0, 0, 0]
Sobel,[8.02554, 0, 0, 0],2141,[10.9222, 0, 0, 0]
Gradient Y,[-0.08, 0, 0, 0],1946,[0.443581, 0, 0, 0]
Valor absoluto Gradient Y,[2.81714, 0, 0, 0],1714,[1.46874, 0, 0, 0]
Sobel,[4.0568, 0, 0, 0],2084,[3.67915, 0, 0, 0]
EyeROI,[54.8652, 0, 0, 0],2084,[77.8743, 0, 0, 0]
Gradient Y,[-0.443571, 0, 0, 0],1989,[2.97228, 0, 0, 0]
Valor absoluto Gradient Y,[5.03429, 0, 0, 0],1820,[5.65577, 0, 0, 0]
Sobel,[8.17233, 0, 0, 0],2095,[15.2937, 0, 0, 0]
Gradient Y,[0.037907, 0, 0, 0],1966,[-0.603312, 0, 0, 0]
Valor absoluto Gradient Y,[2.66186, 0, 0, 0],1690,[3.39036, 0, 0, 0]
Sobel,[3.9566, 0, 0, 0],2129,[3.94203, 0, 0, 0]
EyeROI,[55.6, 0, 0, 0],2134,[84.9047, 0, 0, 0]
Gradient Y,[-0.329302, 0, 0, 0],2041,[8.96169, 0, 0, 0]
Valor absoluto Gradient Y,[5.06093, 0, 0, 0],1873,[5.07463, 0, 0, 0]
Sobel,[8.21237, 0, 0, 0],2142,[12.2576, 0, 0, 0]
Gradient Y,[-0.0330233, 0, 0, 0],1979,[2.11033, 0, 0, 0]
Valor absoluto Gradient Y,[2.81814, 0, 0, 0],1733,[4.87272, 0, 0, 0]
Sobel,[4.11779, 0, 0, 0],2135,[6.34652, 0, 0, 0]
EyeROI,[54.6819, 0, 0, 0],2134,[78.9963, 0, 0, 0]
Gradient Y,[-0.412093, 0, 0, 0],2042,[5.09975, 0, 0, 0]
Valor absoluto Gradient Y,[4.96698, 0, 0, 0],1869,[4.31316, 0, 0, 0]
Sobel,[8.05276, 0, 0, 0],2144,[16.4555, 0, 0, 0]
Gradient Y,[-0.03, 0, 0, 0],1959,[0.467332, 0, 0, 0]
Valor absoluto Gradient Y,[2.67762, 0, 0, 0],1725,[1.75218, 0, 0, 0]
Sobel,[4.01979, 0, 0, 0],2079,[2.37757, 0, 0, 0]
EyeROI,[56.5133, 0, 0, 0],2084,[81.597, 0, 0, 0]
Gradient Y,[-0.678571, 0, 0, 0],2015,[8.6163, 0, 0, 0]
Valor absoluto Gradient Y,[5.03667, 0, 0, 0],1900,[6.46361, 0, 0, 0]
Sobel,[7.81935, 0, 0, 0],2096,[18.631, 0, 0, 0]
Gradient Y,[-0.265714, 0, 0, 0],1930,[2.14306, 0, 0, 0]
Valor absoluto Gradient Y,[2.7519, 0, 0, 0],1686,[0.358617, 0, 0, 0]
Sobel,[4.08592, 0, 0, 0],2086,[2.3752, 0, 0, 0]
EyeROI,[56.2819, 0, 0, 0],2084,[80.6943, 0, 0, 0]
Gradient Y,[-0.552143, 0, 0, 0],1972,[8.46138, 0, 0, 0]
Valor absoluto Gradient Y,[4.77143, 0, 0, 0],1806,[8.31554, 0, 0, 0]
Sobel,[7.78052, 0, 0, 0],2094,[13.2926, 0, 0, 0]
Gradient Y,[-0.381395, 0, 0, 0],1988,[1.91681, 0, 0, 0]
Valor absoluto Gradient Y,[2.75302, 0, 0, 0],1751,[1.27414, 0, 0, 0]
Sobel,[4.41954, 0, 0, 0],2145,[3.55641, 0, 0, 0]
EyeROI,[62.3233, 0, 0, 0],2134,[82.0252, 0, 0, 0]
Gradient Y,[-0.583256, 0, 0, 0],2045,[5.45215, 0, 0, 0]
Valor absoluto Gradient Y,[4.94279, 0, 0, 0],1873,[3.67784, 0, 0, 0]
