nombre,mean,countNonZero,dft mean,
Gradient Y,[-0.0221429, 0, 0, 0],1999,[4.60756, 0, 0, 0]
Valor absoluto Gradient Y,[4.72476, 0, 0, 0],1855,[1.35993, 0, 0, 0]
Sobel,[7.80323, 0, 0, 0],2098,[6.69918, 0, 0, 0]
Gradient Y,[0.128095, 0, 0, 0],1959,[0.193602, 0, 0, 0]
Valor absoluto Gradient Y,[2.90857, 0, 0, 0],1709,[2.22352, 0, 0, 0]
Sobel,[4.22779, 0, 0, 0],2086,[3.55502, 0, 0, 0]
EyeROI,[71.8262, 0, 0, 0],2084,[103.708, 0, 0, 0]
Gradient Y,[0.0197619, 0, 0, 0],1983,[4.55928, 0, 0, 0]
Valor absoluto Gradient Y,[5.0181, 0, 0, 0],1829,[1.8814, 0, 0, 0]
Sobel,[7.91698, 0, 0, 0],2092,[8.4206, 0, 0, 0]
Gradient Y,[-0.0197619, 0, 0, 0],1969,[-3.1968, 0, 0, 0]
Valor absoluto Gradient Y,[2.86762, 0, 0, 0],1740,[4.88005, 0, 0, 0]
Sobel,[4.06344, 0, 0, 0],2093,[5.89606, 0, 0, 0]
EyeROI,[70.8595, 0, 0, 0],2084,[101.295, 0, 0, 0]
Gradient Y,[-0.0695238, 0, 0, 0],2004,[3.16503, 0, 0, 0]
Valor absoluto Gradient Y,[4.91429, 0, 0, 0],1845,[3.67293, 0, 0, 0]
Sobel,[7.80834, 0, 0, 0],2090,[7.17077, 0, 0, 0]
Gradient Y,[0.0183333, 0, 0, 0],1953,[-3.25256, 0, 0, 0]
Valor absoluto Gradient Y,[2.84286, 0, 0, 0],1691,[4.58226, 0, 0, 0]
Sobel,[4.08982, 0, 0, 0],2081,[5.02308, 0, 0, 0]
EyeROI,[71.6124, 0, 0, 0],2084,[99.066, 0, 0, 0]
Gradient Y,[-0.00928571, 0, 0, 0],1986,[2.97918, 0, 0, 0]
Valor absoluto Gradient Y,[4.9419, 0, 0, 0],1808,[3.20942, 0, 0, 0]
Sobel,[7.94221, 0, 0, 0],2095,[9.65516, 0, 0, 0]
Gradient Y,[0.0345238, 0, 0, 0],1941,[-0.420356, 0, 0, 0]
Valor absoluto Gradient Y,[2.89667, 0, 0, 0],1703,[2.31501, 0, 0, 0]
Sobel,[4.12564, 0, 0, 0],2085,[2.49149, 0, 0, 0]
EyeROI,[71.1676, 0, 0, 0],2084,[100.445, 0, 0, 0]
Gradient Y,[0.042381, 0, 0, 0],1984,[3.77858, 0, 0, 0]
Valor absoluto Gradient Y,[4.93857, 0, 0, 0],1809,[2.96048, 0, 0, 0]
Sobel,[7.84282, 0, 0, 0],2094,[10.3917, 0, 0, 0]
Gradient Y,[0.0585714, 0, 0, 0],1940,[-0.480022, 0, 0, 0]
Valor absoluto Gradient Y,[2.89524, 0, 0, 0],1693,[2.34352, 0, 0, 0]
Sobel,[4.17709, 0, 0, 0],2090,[2.36358, 0, 0, 0]
EyeROI,[71.1552, 0, 0, 0],2084,[101.393, 0, 0, 0]
Gradient Y,[-0.025, 0, 0, 0],2002,[3.45947, 0, 0, 0]
Valor absoluto Gradient Y,[4.9919, 0, 0, 0],1830,[3.21058, 0, 0, 0]
Sobel,[7.95869, 0, 0, 0],2095,[9.88523, 0, 0, 0]
Gradient Y,[-0.0404762, 0, 0, 0],1931,[-0.881878, 0, 0, 0]
Valor absoluto Gradient Y,[2.92952, 0, 0, 0],1705,[2.07071, 0, 0, 0]
Sobel,[4.13207, 0, 0, 0],2078,[2.53237, 0, 0, 0]
EyeROI,[71.5476, 0, 0, 0],2084,[98.0115, 0, 0, 0]
Gradient Y,[0.0109524, 0, 0, 0],2002,[5.50422, 0, 0, 0]
Valor absoluto Gradient Y,[5.0281, 0, 0, 0],1866,[3.25907, 0, 0, 0]
Sobel,[8.35582, 0, 0, 0],2093,[12.4329, 0, 0, 0]
Gradient Y,[0.0160465, 0, 0, 0],2009,[0.849843, 0, 0, 0]
Valor absoluto Gradient Y,[2.85721, 0, 0, 0],1761,[1.31184, 0, 0, 0]
Sobel,[4.01566, 0, 0, 0],2135,[1.86813, 0, 0, 0]
EyeROI,[70.0112, 0, 0, 0],2134,[100.428, 0, 0, 0]
Gradient Y,[0.0339535, 0, 0, 0],2056,[4.72457, 0, 0, 0]
Valor absoluto Gradient Y,[4.97302, 0, 0, 0],1908,[3.3251, 0, 0, 0]
Sobel,[7.95959, 0, 0, 0],2148,[11.0429, 0, 0, 0]
Gradient Y,[-0.0318605, 0, 0, 0],1973,[0.0330788, 0, 0, 0]
Valor absoluto Gradient Y,[2.87349, 0, 0, 0],1741,[3.63199, 0, 0, 0]
Sobel,[4.10851, 0, 0, 0],2130,[4.94181, 0, 0, 0]
EyeROI,[71.1842, 0, 0, 0],2134,[100.492, 0, 0, 0]
Gradient Y,[0.025814, 0, 0, 0],2042,[4.97511, 0, 0, 0]
Valor absoluto Gradient Y,[4.88744, 0, 0, 0],1893,[-0.238472, 0, 0, 0]
Sobel,[7.94254, 0, 0, 0],2144,[3.84362, 0, 0, 0]
Gradient Y,[-0.00190476, 0, 0, 0],1948,[4.0332, 0, 0, 0]
Valor absoluto Gradient Y,[2.86143, 0, 0, 0],1706,[1.32565, 0, 0, 0]
Sobel,[4.12973, 0, 0, 0],2082,[2.62724, 0, 0, 0]
EyeROI,[71.7719, 0, 0, 0],2084,[97.7533, 0, 0, 0]
Gradient Y,[0.0590476, 0, 0, 0],1986,[7.05887, 0, 0, 0]
Valor absoluto Gradient Y,[5.01, 0, 0, 0],1828,[3.36689, 0, 0, 0]
Sobel,[8.23018, 0, 0, 0],2093,[11.5009, 0, 0, 0]
Gradient Y,[-0.0116667, 0, 0, 0],1943,[0.93866, 0, 0, 0]
Valor absoluto Gradient Y,[2.91524, 0, 0, 0],1682,[1.42582, 0, 0, 0]
Sobel,[4.19625, 0, 0, 0],2085,[1.78924, 0, 0, 0]
EyeROI,[72.289, 0, 0, 0],2084,[100.739, 0, 0, 0]
Gradient Y,[0.00547619, 0, 0, 0],1994,[4.44237, 0, 0, 0]
Valor absoluto Gradient Y,[5.01286, 0, 0, 0],1819,[0.659594, 0, 0, 0]
Sobel,[8.01059, 0, 0, 0],2097,[6.60645, 0, 0, 0]
Gradient Y,[-0.102143, 0, 0, 0],1969,[-1.2489, 0, 0, 0]
Valor absoluto Gradient Y,[2.92952, 0, 0, 0],1701,[2.8581, 0, 0, 0]
Sobel,[4.06895, 0, 0, 0],2092,[3.22306, 0, 0, 0]
EyeROI,[70.4781, 0, 0, 0],2084,[97.3749, 0, 0, 0]
Gradient Y,[-0.0254762, 0, 0, 0],2016,[4.23046, 0, 0, 0]
Valor absoluto Gradient Y,[5.04381, 0, 0, 0],1875,[1.83413, 0, 0, 0]
Sobel,[7.88696, 0, 0, 0],2088,[6.05182, 0, 0, 0]
Gradient Y,[-0.0719048, 0, 0, 0],1946,[3.75792, 0, 0, 0]
Valor absoluto Gradient Y,[2.98619, 0, 0, 0],1729,[2.8584, 0, 0, 0]
Sobel,[4.30901, 0, 0, 0],2092,[3.70261, 0, 0, 0]
EyeROI,[71.47, 0, 0, 0],2084,[93.4958, 0, 0, 0]
Gradient Y,[0.0311905, 0, 0, 0],1996,[3.96687, 0, 0, 0]
Valor absoluto Gradient Y,[4.98762, 0, 0, 0],1845,[1.82006, 0, 0, 0]
Sobel,[7.8345, 0, 0, 0],2096,[7.7375, 0, 0, 0]
Gradient Y,[-0.129286, 0, 0, 0],1962,[0.80437, 0, 0, 0]
Valor absoluto Gradient Y,[2.91762, 0, 0, 0],1710,[0.733085, 0, 0, 0]
Sobel,[4.1671, 0, 0, 0],2089,[1.73609, 0, 0, 0]
EyeROI,[71.299, 0, 0, 0],2085,[96.9252, 0, 0, 0]
Gradient Y,[0.000238095, 0, 0, 0],2011,[5.60812, 0, 0, 0]
Valor absoluto Gradient Y,[5.00857, 0, 0, 0],1839,[2.4827, 0, 0, 0]
Sobel,[8.13034, 0, 0, 0],2094,[7.47186, 0, 0, 0]
Gradient Y,[0.0147619, 0, 0, 0],1936,[3.81918, 0, 0, 0]
Valor absoluto Gradient Y,[3.00238, 0, 0, 0],1711,[2.4052, 0, 0, 0]
Sobel,[4.30269, 0, 0, 0],2081,[4.52402, 0, 0, 0]
EyeROI,[71.219, 0, 0, 0],2084,[101.247, 0, 0, 0]
Gradient Y,[0.0304762, 0, 0, 0],1994,[5.24664, 0, 0, 0]
Valor absoluto Gradient Y,[5.28333, 0, 0, 0],1852,[1.7552, 0, 0, 0]
Sobel,[8.22504, 0, 0, 0],2099,[4.97285, 0, 0, 0]
Gradient Y,[0.305952, 0, 0, 0],1983,[2.76202, 0, 0, 0]
Valor absoluto Gradient Y,[2.76524, 0, 0, 0],1741,[4.21487, 0, 0, 0]
Sobel,[4.21014, 0, 0, 0],2091,[4.84183, 0, 0, 0]
EyeROI,[69.8924, 0, 0, 0],2084,[97.6665, 0, 0, 0]
Gradient Y,[0.129762, 0, 0, 0],2006,[4.85139, 0, 0, 0]
Valor absoluto Gradient Y,[5.15476, 0, 0, 0],1840,[0.336676, 0, 0, 0]
Sobel,[8.40495, 0, 0, 0],2096,[7.21417, 0, 0, 0]
Gradient Y,[0.319286, 0, 0, 0],1921,[1.55282, 0, 0, 0]
Valor absoluto Gradient Y,[2.46333, 0, 0, 0],1662,[2.41843, 0, 0, 0]
Sobel,[3.86712, 0, 0, 0],2088,[3.0207, 0, 0, 0]
EyeROI,[68.9157, 0, 0, 0],2084,[96.0571, 0, 0, 0]
Gradient Y,[0.359286, 0, 0, 0],1992,[4.53402, 0, 0, 0]
Valor absoluto Gradient Y,[4.64524, 0, 0, 0],1824,[1.42534, 0, 0, 0]
Sobel,[7.6498, 0, 0, 0],2096,[6.19134, 0, 0, 0]
Gradient Y,[0.227857, 0, 0, 0],1897,[0.231742, 0, 0, 0]
Valor absoluto Gradient Y,[2.02429, 0, 0, 0],1602,[0.671082, 0, 0, 0]
Sobel,[3.18547, 0, 0, 0],2083,[2.54452, 0, 0, 0]
EyeROI,[66.7381, 0, 0, 0],2085,[96.0786, 0, 0, 0]
Gradient Y,[0.0759524, 0, 0, 0],1935,[3.83016, 0, 0, 0]
Valor absoluto Gradient Y,[2.29571, 0, 0, 0],1614,[0.506457, 0, 0, 0]
Sobel,[4.01669, 0, 0, 0],2085,[4.51176, 0, 0, 0]
Gradient Y,[-0.0235714, 0, 0, 0],1907,[1.68442, 0, 0, 0]
Valor absoluto Gradient Y,[1.83857, 0, 0, 0],1544,[0.784116, 0, 0, 0]
Sobel,[3.01318, 0, 0, 0],2092,[2.35048, 0, 0, 0]
EyeROI,[81.3214, 0, 0, 0],2084,[103.622, 0, 0, 0]
Gradient Y,[0.240476, 0, 0, 0],1893,[3.20913, 0, 0, 0]
Valor absoluto Gradient Y,[2.0319, 0, 0, 0],1554,[3.78669, 0, 0, 0]
Sobel,[4.44444, 0, 0, 0],2088,[6.62553, 0, 0, 0]
Gradient Y,[-0.0285714, 0, 0, 0],1878,[-0.101839, 0, 0, 0]
Valor absoluto Gradient Y,[1.73952, 0, 0, 0],1533,[1.02305, 0, 0, 0]
Sobel,[3.00739, 0, 0, 0],2081,[3.65711, 0, 0, 0]
EyeROI,[83.941, 0, 0, 0],2084,[109.411, 0, 0, 0]
Gradient Y,[-0.179048, 0, 0, 0],1921,[4.19031, 0, 0, 0]
Valor absoluto Gradient Y,[2.63429, 0, 0, 0],1628,[0.473399, 0, 0, 0]
Sobel,[4.02151, 0, 0, 0],2083,[2.61636, 0, 0, 0]
Gradient Y,[0.00785714, 0, 0, 0],1893,[-1.6482, 0, 0, 0]
Valor absoluto Gradient Y,[1.75333, 0, 0, 0],1496,[1.7716, 0, 0, 0]
Sobel,[2.62953, 0, 0, 0],2063,[2.7485, 0, 0, 0]
EyeROI,[85.2238, 0, 0, 0],2084,[110.266, 0, 0, 0]
Gradient Y,[-0.346429, 0, 0, 0],1943,[2.20159, 0, 0, 0]
Valor absoluto Gradient Y,[2.75286, 0, 0, 0],1685,[2.63199, 0, 0, 0]
Sobel,[3.8324, 0, 0, 0],2087,[3.89201, 0, 0, 0]
Gradient Y,[-0.0321429, 0, 0, 0],1921,[-3.3262, 0, 0, 0]
Valor absoluto Gradient Y,[2.26238, 0, 0, 0],1651,[3.97266, 0, 0, 0]
Sobel,[3.60514, 0, 0, 0],2081,[5.92474, 0, 0, 0]
EyeROI,[86.7162, 0, 0, 0],2084,[116.333, 0, 0, 0]
Gradient Y,[-0.264048, 0, 0, 0],1955,[3.68686, 0, 0, 0]
Valor absoluto Gradient Y,[3.15143, 0, 0, 0],1699,[3.31424, 0, 0, 0]
Sobel,[4.70591, 0, 0, 0],2094,[3.96031, 0, 0, 0]
Gradient Y,[0.464286, 0, 0, 0],1921,[-2.25964, 0, 0, 0]
Valor absoluto Gradient Y,[2.32762, 0, 0, 0],1656,[-0.814406, 0, 0, 0]
Sobel,[3.95231, 0, 0, 0],2079,[1.4926, 0, 0, 0]
EyeROI,[82.4633, 0, 0, 0],2084,[106.456, 0, 0, 0]
Gradient Y,[0.995, 0, 0, 0],2006,[2.06583, 0, 0, 0]
Valor absoluto Gradient Y,[3.80667, 0, 0, 0],1849,[2.34786, 0, 0, 0]
Sobel,[5.92615, 0, 0, 0],2095,[4.48028, 0, 0, 0]
Gradient Y,[0.250714, 0, 0, 0],1964,[1.69476, 0, 0, 0]
Valor absoluto Gradient Y,[2.91286, 0, 0, 0],1699,[3.1412, 0, 0, 0]
Sobel,[4.8041, 0, 0, 0],2092,[4.02818, 0, 0, 0]
EyeROI,[84.2186, 0, 0, 0],2084,[106.449, 0, 0, 0]
Gradient Y,[1.31738, 0, 0, 0],2014,[-1.19005, 0, 0, 0]
Valor absoluto Gradient Y,[4.62619, 0, 0, 0],1848,[2.71964, 0, 0, 0]
Sobel,[6.92131, 0, 0, 0],2096,[6.86265, 0, 0, 0]
Gradient Y,[-0.0351163, 0, 0, 0],1993,[-1.94143, 0, 0, 0]
Valor absoluto Gradient Y,[2.32279, 0, 0, 0],1657,[1.43601, 0, 0, 0]
Sobel,[4.01043, 0, 0, 0],2144,[3.07779, 0, 0, 0]
EyeROI,[86.2986, 0, 0, 0],2134,[112.354, 0, 0, 0]
Gradient Y,[-0.265116, 0, 0, 0],1978,[4.30963, 0, 0, 0]
Valor absoluto Gradient Y,[3.26558, 0, 0, 0],1689,[2.00604, 0, 0, 0]
Sobel,[5.27999, 0, 0, 0],2138,[4.31036, 0, 0, 0]
Gradient Y,[0.392857, 0, 0, 0],1972,[-1.97637, 0, 0, 0]
Valor absoluto Gradient Y,[3.00714, 0, 0, 0],1727,[0.446366, 0, 0, 0]
Sobel,[4.87172, 0, 0, 0],2093,[2.97469, 0, 0, 0]
EyeROI,[84.9652, 0, 0, 0],2084,[112.627, 0, 0, 0]
Gradient Y,[0.754048, 0, 0, 0],1999,[4.70542, 0, 0, 0]
Valor absoluto Gradient Y,[4.70476, 0, 0, 0],1821,[5.13259, 0, 0, 0]
Sobel,[6.95957, 0, 0, 0],2095,[5.39367, 0, 0, 0]
Gradient Y,[0.0185714, 0, 0, 0],1949,[-1.38194, 0, 0, 0]
Valor absoluto Gradient Y,[2.41333, 0, 0, 0],1685,[1.14961, 0, 0, 0]
Sobel,[4.22033, 0, 0, 0],2088,[3.40162, 0, 0, 0]
EyeROI,[88.0714, 0, 0, 0],2084,[115.99, 0, 0, 0]
Gradient Y,[-0.198095, 0, 0, 0],1959,[4.02781, 0, 0, 0]
Valor absoluto Gradient Y,[3.22476, 0, 0, 0],1695,[0.529235, 0, 0, 0]
Sobel,[5.09337, 0, 0, 0],2093,[1.40429, 0, 0, 0]
Gradient Y,[0.279048, 0, 0, 0],1923,[1.69489, 0, 0, 0]
Valor absoluto Gradient Y,[2.2719, 0, 0, 0],1646,[3.56772, 0, 0, 0]
Sobel,[3.69554, 0, 0, 0],2082,[4.04732, 0, 0, 0]
EyeROI,[79.6743, 0, 0, 0],2084,[105.733, 0, 0, 0]
Gradient Y,[0.132857, 0, 0, 0],1941,[7.51672, 0, 0, 0]
Valor absoluto Gradient Y,[3.33762, 0, 0, 0],1698,[2.95237, 0, 0, 0]
Sobel,[5.41809, 0, 0, 0],2089,[7.10129, 0, 0, 0]
Gradient Y,[0.429048, 0, 0, 0],1961,[2.33059, 0, 0, 0]
Valor absoluto Gradient Y,[2.78381, 0, 0, 0],1706,[4.8149, 0, 0, 0]
Sobel,[4.30313, 0, 0, 0],2086,[5.80933, 0, 0, 0]
EyeROI,[80.559, 0, 0, 0],2084,[110.782, 0, 0, 0]
Gradient Y,[0.367143, 0, 0, 0],1996,[8.98645, 0, 0, 0]
Valor absoluto Gradient Y,[4.41524, 0, 0, 0],1822,[5.36296, 0, 0, 0]
Sobel,[6.84751, 0, 0, 0],2098,[7.89495, 0, 0, 0]
Gradient Y,[0.0207143, 0, 0, 0],1962,[0.555104, 0, 0, 0]
Valor absoluto Gradient Y,[2.95, 0, 0, 0],1703,[1.60105, 0, 0, 0]
Sobel,[4.42116, 0, 0, 0],2095,[1.70986, 0, 0, 0]
EyeROI,[79.1976, 0, 0, 0],2089,[107.069, 0, 0, 0]
Gradient Y,[-0.0578571, 0, 0, 0],1978,[7.2371, 0, 0, 0]
Valor absoluto Gradient Y,[4.59143, 0, 0, 0],1782,[4.13656, 0, 0, 0]
Sobel,[7.24883, 0, 0, 0],2098,[6.80808, 0, 0, 0]
Gradient Y,[0.0902381, 0, 0, 0],1974,[2.0836, 0, 0, 0]
Valor absoluto Gradient Y,[3.22905, 0, 0, 0],1758,[1.43815, 0, 0, 0]
Sobel,[4.81595, 0, 0, 0],2092,[3.74792, 0, 0, 0]
EyeROI,[80.5971, 0, 0, 0],2084,[112.357, 0, 0, 0]
Gradient Y,[-0.0930952, 0, 0, 0],2002,[5.74389, 0, 0, 0]
Valor absoluto Gradient Y,[4.75286, 0, 0, 0],1841,[5.3267, 0, 0, 0]
Sobel,[7.37782, 0, 0, 0],2097,[7.96528, 0, 0, 0]
Gradient Y,[0.215952, 0, 0, 0],1968,[-4.59052, 0, 0, 0]
Valor absoluto Gradient Y,[3.0419, 0, 0, 0],1730,[2.52695, 0, 0, 0]
Sobel,[4.51567, 0, 0, 0],2090,[1.78395, 0, 0, 0]
EyeROI,[80.3419, 0, 0, 0],2084,[116.095, 0, 0, 0]
Gradient Y,[-0.0821429, 0, 0, 0],1986,[7.2231, 0, 0, 0]
Valor absoluto Gradient Y,[4.54286, 0, 0, 0],1781,[3.50453, 0, 0, 0]
Sobel,[7.01585, 0, 0, 0],2091,[5.98821, 0, 0, 0]
Gradient Y,[0.470233, 0, 0, 0],2007,[-1.30367, 0, 0, 0]
Valor absoluto Gradient Y,[2.83581, 0, 0, 0],1743,[1.28787, 0, 0, 0]
Sobel,[4.65017, 0, 0, 0],2144,[2.8312, 0, 0, 0]
EyeROI,[78.4921, 0, 0, 0],2134,[110.182, 0, 0, 0]
Gradient Y,[0.144651, 0, 0, 0],2029,[7.60814, 0, 0, 0]
Valor absoluto Gradient Y,[4.82093, 0, 0, 0],1872,[1.45324, 0, 0, 0]
Sobel,[7.52811, 0, 0, 0],2146,[4.1593, 0, 0, 0]
Gradient Y,[0.526905, 0, 0, 0],1953,[-1.9336, 0, 0, 0]
Valor absoluto Gradient Y,[3.05333, 0, 0, 0],1728,[2.33542, 0, 0, 0]
Sobel,[4.85626, 0, 0, 0],2090,[4.03508, 0, 0, 0]
EyeROI,[80.3286, 0, 0, 0],2084,[115.778, 0, 0, 0]
Gradient Y,[0.149762, 0, 0, 0],1970,[1.22857, 0, 0, 0]
Valor absoluto Gradient Y,[5.07952, 0, 0, 0],1807,[5.44856, 0, 0, 0]
Sobel,[8.21606, 0, 0, 0],2095,[13.113, 0, 0, 0]
Gradient Y,[0.416905, 0, 0, 0],1927,[-1.34025, 0, 0, 0]
Valor absoluto Gradient Y,[3.01571, 0, 0, 0],1706,[2.60222, 0, 0, 0]
Sobel,[4.79583, 0, 0, 0],2092,[3.00748, 0, 0, 0]
EyeROI,[79.881, 0, 0, 0],2084,[112.9, 0, 0, 0]
Gradient Y,[0.10381, 0, 0, 0],2000,[6.28929, 0, 0, 0]
Valor absoluto Gradient Y,[5.12381, 0, 0, 0],1829,[1.36024, 0, 0, 0]
Sobel,[8.01789, 0, 0, 0],2094,[7.58056, 0, 0, 0]
Gradient Y,[0.447857, 0, 0, 0],1966,[0.870112, 0, 0, 0]
Valor absoluto Gradient Y,[3.13381, 0, 0, 0],1728,[4.00425, 0, 0, 0]
Sobel,[5.04061, 0, 0, 0],2094,[6.954, 0, 0, 0]
EyeROI,[80.5048, 0, 0, 0],2084,[115.491, 0, 0, 0]
Gradient Y,[0.0552381, 0, 0, 0],2000,[4.73225, 0, 0, 0]
Valor absoluto Gradient Y,[5.19571, 0, 0, 0],1829,[2.77041, 0, 0, 0]
Sobel,[8.33626, 0, 0, 0],2096,[10.2377, 0, 0, 0]
Gradient Y,[0.382381, 0, 0, 0],1958,[-0.418122, 0, 0, 0]
Valor absoluto Gradient Y,[3.11857, 0, 0, 0],1773,[1.9516, 0, 0, 0]
Sobel,[4.91715, 0, 0, 0],2088,[4.74633, 0, 0, 0]
EyeROI,[79.8562, 0, 0, 0],2084,[112.102, 0, 0, 0]
Gradient Y,[0.0402381, 0, 0, 0],1985,[0.016702, 0, 0, 0]
Valor absoluto Gradient Y,[5.13714, 0, 0, 0],1825,[6.00593, 0, 0, 0]
Sobel,[8.22521, 0, 0, 0],2098,[13.685, 0, 0, 0]
Gradient Y,[0.50619, 0, 0, 0],1948,[-9.72986, 0, 0, 0]
Valor absoluto Gradient Y,[3.10286, 0, 0, 0],1728,[3.37798, 0, 0, 0]
Sobel,[4.67662, 0, 0, 0],2090,[4.36086, 0, 0, 0]
EyeROI,[80.3343, 0, 0, 0],2085,[117.761, 0, 0, 0]
Gradient Y,[0.223095, 0, 0, 0],1990,[1.70301, 0, 0, 0]
Valor absoluto Gradient Y,[4.97857, 0, 0, 0],1842,[5.28213, 0, 0, 0]
Sobel,[7.56164, 0, 0, 0],2092,[9.28807, 0, 0, 0]
Gradient Y,[0.356279, 0, 0, 0],2020,[-3.17632, 0, 0, 0]
Valor absoluto Gradient Y,[3.03116, 0, 0, 0],1758,[1.6794, 0, 0, 0]
Sobel,[4.51183, 0, 0, 0],2141,[2.81401, 0, 0, 0]
EyeROI,[81.0726, 0, 0, 0],2139,[114.219, 0, 0, 0]
Gradient Y,[0.13186, 0, 0, 0],2039,[8.00037, 0, 0, 0]
Valor absoluto Gradient Y,[4.86093, 0, 0, 0],1883,[0.806153, 0, 0, 0]
Sobel,[7.31544, 0, 0, 0],2144,[4.31754, 0, 0, 0]
Gradient Y,[0.452857, 0, 0, 0],1944,[-3.41031, 0, 0, 0]
Valor absoluto Gradient Y,[3.02476, 0, 0, 0],1721,[-0.828489, 0, 0, 0]
Sobel,[4.55429, 0, 0, 0],2087,[-0.231373, 0, 0, 0]
EyeROI,[80.8248, 0, 0, 0],2084,[113.348, 0, 0, 0]
Gradient Y,[0.205476, 0, 0, 0],1981,[8.9059, 0, 0, 0]
Valor absoluto Gradient Y,[4.7319, 0, 0, 0],1800,[3.3623, 0, 0, 0]
Sobel,[7.16839, 0, 0, 0],2086,[9.53319, 0, 0, 0]
Gradient Y,[0.47881, 0, 0, 0],1960,[2.76002, 0, 0, 0]
Valor absoluto Gradient Y,[3.12, 0, 0, 0],1740,[2.65313, 0, 0, 0]
Sobel,[4.62487, 0, 0, 0],2092,[3.7106, 0, 0, 0]
EyeROI,[80.8629, 0, 0, 0],2089,[113.604, 0, 0, 0]
Gradient Y,[0.214048, 0, 0, 0],2008,[5.83406, 0, 0, 0]
Valor absoluto Gradient Y,[4.74667, 0, 0, 0],1847,[2.47892, 0, 0, 0]
Sobel,[7.2304, 0, 0, 0],2094,[6.15659, 0, 0, 0]
Gradient Y,[0.374651, 0, 0, 0],1997,[-0.615953, 0, 0, 0]
Valor absoluto Gradient Y,[3.03907, 0, 0, 0],1722,[2.0991, 0, 0, 0]
Sobel,[4.61802, 0, 0, 0],2142,[2.76929, 0, 0, 0]
EyeROI,[80.2828, 0, 0, 0],2134,[112.123, 0, 0, 0]
Gradient Y,[0.195116, 0, 0, 0],2022,[8.67121, 0, 0, 0]
Valor absoluto Gradient Y,[4.81302, 0, 0, 0],1880,[2.00039, 0, 0, 0]
Sobel,[7.27323, 0, 0, 0],2143,[6.38918, 0, 0, 0]
Gradient Y,[0.454048, 0, 0, 0],1964,[-1.03292, 0, 0, 0]
Valor absoluto Gradient Y,[3.10524, 0, 0, 0],1725,[4.10221, 0, 0, 0]
Sobel,[4.71462, 0, 0, 0],2088,[5.5383, 0, 0, 0]
EyeROI,[81.4281, 0, 0, 0],2085,[115.801, 0, 0, 0]
Gradient Y,[0.17, 0, 0, 0],1994,[8.35862, 0, 0, 0]
Valor absoluto Gradient Y,[4.74286, 0, 0, 0],1831,[4.75035, 0, 0, 0]
Sobel,[7.03519, 0, 0, 0],2091,[9.37126, 0, 0, 0]
Gradient Y,[0.409286, 0, 0, 0],1929,[0.0643687, 0, 0, 0]
Valor absoluto Gradient Y,[2.98286, 0, 0, 0],1703,[3.61229, 0, 0, 0]
Sobel,[4.51201, 0, 0, 0],2089,[6.0692, 0, 0, 0]
EyeROI,[81.0838, 0, 0, 0],2084,[110.483, 0, 0, 0]
Gradient Y,[0.145952, 0, 0, 0],2015,[9.00078, 0, 0, 0]
Valor absoluto Gradient Y,[4.77524, 0, 0, 0],1858,[3.11856, 0, 0, 0]
Sobel,[7.12711, 0, 0, 0],2098,[8.62433, 0, 0, 0]
Gradient Y,[0.264884, 0, 0, 0],2000,[0.0126156, 0, 0, 0]
Valor absoluto Gradient Y,[3.05721, 0, 0, 0],1768,[3.0221, 0, 0, 0]
Sobel,[4.61649, 0, 0, 0],2142,[3.34875, 0, 0, 0]
EyeROI,[80.446, 0, 0, 0],2135,[115.168, 0, 0, 0]
Gradient Y,[0.0593023, 0, 0, 0],2049,[8.36233, 0, 0, 0]
Valor absoluto Gradient Y,[4.81721, 0, 0, 0],1885,[3.49903, 0, 0, 0]
Sobel,[7.22783, 0, 0, 0],2143,[7.52653, 0, 0, 0]
Gradient Y,[0.249762, 0, 0, 0],1981,[-0.730259, 0, 0, 0]
Valor absoluto Gradient Y,[3.11, 0, 0, 0],1738,[2.28221, 0, 0, 0]
Sobel,[4.80314, 0, 0, 0],2093,[4.20279, 0, 0, 0]
EyeROI,[80.4248, 0, 0, 0],2084,[113.305, 0, 0, 0]
Gradient Y,[0.0152381, 0, 0, 0],2006,[5.2616, 0, 0, 0]
Valor absoluto Gradient Y,[5.10429, 0, 0, 0],1840,[1.51524, 0, 0, 0]
Sobel,[7.82625, 0, 0, 0],2093,[5.27897, 0, 0, 0]
